,name,rating,reviews,type,hq,old,employees
7,Caliber Technolo...,3.9,(81 Reviews),Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,501-1k Employees (India)
8,PharmaZell,4.3,(81 Reviews),Private,Raubling,76 years old,501-1k Employees (India)
9,Metro Shoes,4.6,(81 Reviews),Private,Mumbai + 20 more,75 years old,1k-5k Employees (Global)
10,DMI,4.0,(81 Reviews),Private,Bethesda + 8 more,20 years old,1k-5k Employees (India)
11,Finolex Plasson ...,4.2,(81 Reviews),Private,Pune + 29 more,30 years old,501-1k Employees (India)
12,Bharat BPO Servi...,4.2,(81 Reviews),Private,Noida + 9 more,16 years old,201-500 Employees (India)
13,Data Patterns,3.7,(81 Reviews),Private,"Chennai,Tamil Nadu + 6 more",37 years old,201-500 Employees (India)
14,Anglo-French Dru...,4.0,(81 Reviews),Private,Bangalore + 14 more,99 years old,501-1k Employees (India)
15,John Distillerie...,3.8,(81 Reviews),Private,Bangalore + 12 more,26 years old,1k-5k Employees (India)
16,A3logics,3.6,(81 Reviews),Private,"Jaipur,Rajasthan + 1 more",19 years old,201-500 Employees (India)
17,Dunnhumby,4.1,(81 Reviews),Private,"Brook Green,London",14 years old,501-1k Employees (India)
18,Ferring Pharmace...,4.2,(81 Reviews),Private,Saint-Prex + 13 more,72 years old,51-200 Employees (India)
19,Excel Industries,4.2,(81 Reviews),Public,"Mumbai,Maharashtra + 13 more",81 years old,1k-5k Employees (India)
20,NIMHANS,4.6,(81 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",97 years old,501-1k Employees (India)
21,Firepro Systems,3.9,(81 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",30 years old,1k-5k Employees (India)
22,Live Connections,4.0,(81 Reviews),Private,Chennai + 6 more,26 years old,51-200 Employees (India)
23,GS Engineering,4.5,(81 Reviews),Private,Houghton + 10 more,21 years old,201-500 Employees (India)
24,ReachLocal Servi...,2.8,(81 Reviews),Private,Mumbai + 4 more,18 years old,501-1k Employees (India)
25,Mahanagar Teleph...,4.0,(81 Reviews),Public,New Delhi + 6 more,36 years old,10k-50k Employees (India)
26,Motion Education,3.7,(81 Reviews),Private,Kota + 22 more,15 years old,51-200 Employees (India)
27,Motorola,4.3,(81 Reviews),Private,Chicago + 25 more,94 years old,1k-5k Employees (India)
28,Zopper,3.9,(81 Reviews),Private,"Noida,Uttar Pradesh + 17 more",11 years old,201-500 Employees (India)
29,Manipal Business...,4.0,(81 Reviews),Gurgaon/Gurugram + 27 more,,,
0,Fastway Transmis...,3.8,(81 Reviews),Ludhiana + 17 more,14 years old,201-500 Employees (India),
1,ALL TIME PLASTIC...,3.7,(81 Reviews),Private,"Mumbai,Maharashtra + 6 more",58 years old,51-200 Employees (India)
2,The Hindu Group,4.1,(81 Reviews),Public,Chennai + 10 more,144 years old,1k-5k Employees (Global)
3,LS Automotive In...,3.7,(81 Reviews),"Chennai,Tamil Nadu + 3 more",16 years old,1k-5k Employees (India),
4,Dr Shroff Charit...,4.1,(81 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",108 years old,501-1k Employees (India)
5,Alniche Life Sci...,3.5,(81 Reviews),Private,"Delhi,NCT + 11 more",15 years old,201-500 Employees (India)
6,Radiant Enterpri...,4.3,(81 Reviews),Private,Pune + 30 more,20 years old,11-50 Employees (India)
7,International C...,3.8,(81 Reviews),Hyderabad/Secunderabad + 6 more,1k-5k Employees (India),,
8,Go Fashion,4.2,(81 Reviews),Chennai + 19 more,51-200 Employees (India),,
9,Satyesh Brineche...,3.5,(81 Reviews),Private,"Ahmedabad,Gujarat + 5 more",8 years old,51-200 Employees (India)
10,Jawed Habib Hair...,3.9,(81 Reviews),Public,"Mumbai,Maharashtra + 23 more",16 years old,1k-5k Employees (India)
11,Astral Pipe,4.4,(81 Reviews),Ahmedabad + 24 more,1-10 Employees (India),,
12,Taj Lands End Mu...,4.1,(81 Reviews),Mumbai + 2 more,43 years old,501-1k Employees (India),
13,Thinksynq Soluti...,3.5,(81 Reviews),Private,"Chennai,Tamil Nadu + 4 more",15 years old,11-50 Employees (India)
14,ATS Services,3.7,(81 Reviews),Private,"Faridabad,Haryana + 8 more",22 years old,51-200 Employees (India)
15,Kanakadurga Fina...,3.9,(81 Reviews),Private,Vijayawada + 30 more,28 years old,1k-5k Employees (India)
16,Gujarat Guardian...,4.0,(81 Reviews),"Noida,UP + 6 more",30 years old,201-500 Employees (India),
17,FNF India,4.1,(81 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k Employees (India)
18,Loconav,3.7,(81 Reviews),Private,Gurgaon + 5 more,7 years old,501-1k Employees (India)
19,Accentuate Techn...,4.3,(81 Reviews),Bengaluru/Bangalore + 8 more,1 Lakh+ Employees (India),,
20,Keolis Hyderabad...,3.6,(81 Reviews),Hyderabad/Secunderabad + 1 more,1k-5k Employees (India),,
21,Orient Fashions,4.3,(81 Reviews),Private,New Delhi + 2 more,49 years old,1k-5k Employees (India)
22,HashCash Consult...,3.4,(81 Reviews),LLC,"Palo Alto,California + 2 more",7 years old,51-200 Employees (India)
23,Civica India,4.0,(81 Reviews),501-1k Employees (India),,,
24,Theorem Incorpor...,3.7,(81 Reviews),Private,"Chatham,New Jersey + 1 more",20 years old,1k-5k Employees (India)
25,Teachnook,4.3,(81 Reviews),1 years old,201-500 Employees (India),,
26,Futurense Techno...,4.3,(81 Reviews),Private,"Bengaluru,Karnataka",2 years old,51-200 Employees (India)
27,WovVTech,4.7,(81 Reviews),Private,"Mumbai,Maharashtra + 2 more",6 years old,51-200 Employees (India)
28,CBNITS,4.6,(81 Reviews),Private,"Fremont,California",4 years old,201-500 Employees (India)
29,Leverage Edu,3.9,(81 Reviews),Private,"Delhi,NCT + 6 more",5 years old,51-200 Employees (India)
0,GlobeGround Indi...,4.1,(80 Reviews),Private,Bangalore + 7 more,23 years old,51-200 Employees (India)
1,TAM Media Resear...,3.9,(80 Reviews),Private,Mumbai + 9 more,24 years old,501-1k Employees (India)
2,Little Flower Sc...,3.8,(80 Reviews),Private,Maryland + 28 more,11-50 Employees (India),
3,YuppTV,4.1,(80 Reviews),Private,"Atlanta,Georgia + 1 more",16 years old,201-500 Employees (India)
4,Cognus Technolog...,3.1,(80 Reviews),Private,"Udaipur,Rajasthan + 3 more",14 years old,201-500 Employees (India)
5,Techolution,4.1,(80 Reviews),Private,"New York,New York + 2 more",7 years old,201-500 Employees (India)
6,SAS,4.1,(80 Reviews),Private,"Cary,North Carolina + 11 more",46 years old,501-1k Employees (India)
7,Qtech Software,4.6,(80 Reviews),Private,"Mumbai,Maharashtra + 1 more",21 years old,51-200 Employees (India)
8,Shankar Packagin...,3.3,(80 Reviews),Private,Mumbai + 1 more,37 years old,1k-5k Employees (India)
9,JWIL,4.3,(80 Reviews),Private,New Delhi + 10 more,51-200 Employees (India),
10,Saggezza,3.5,(80 Reviews),Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India)
11,Thejo Engineerin...,4.2,(80 Reviews),Public,"Chennai,Tamil Nadu + 18 more",48 years old,501-1k Employees (India)
12,Gitanjali Gems,3.3,(80 Reviews),Public,"Mumbai,Maharashtra + 13 more",56 years old,501-1k Employees (India)
13,Ideas2IT Technol...,4.5,(80 Reviews),Private,"Chennai,Tamil Nadu + 3 more",13 years old,201-500 Employees (India)
14,VTP GROUP,3.9,(80 Reviews),Private,"Pune,Maharashtra",35 years old,501-1k Employees (India)
15,Gala Precision E...,3.8,(80 Reviews),Private,Thane + 3 more,27 years old,201-500 Employees (India)
16,Vasant Chemicals,4.3,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",44 years old,51-200 Employees (India)
17,Gail Gas,4.1,(80 Reviews),Noida + 17 more,14 years old,1k-5k Employees (India),
18,Rcon Pune,3.8,(80 Reviews),Hyderabad + 19 more,20 years old,201-500 Employees (Global),
19,MAT Brakes,4.2,(80 Reviews),Private,New Delhi + 4 more,1k-5k Employees (India),
20,Unique Pharmaceu...,3.9,(80 Reviews),Private,Lagos + 9 more,35 years old,51-200 Employees (Global)
21,RED CHIEF,3.8,(80 Reviews),Private,Gurugram + 24 more,25 years old,
22,Lapp India,4.2,(80 Reviews),Private,"Stuttgart,Baden-Württemberg + 8 more",26 years old,201-500 Employees (India)
23,Pai Internationa...,4.1,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",22 years old,501-1k Employees (India)
24,Inventys Researc...,3.8,(80 Reviews),Private,Mumbai + 2 more,16 years old,51-200 Employees (India)
25,Zacks Research,3.3,(80 Reviews),Private,Chicago,44 years old,201-500 Employees (India)
26,HM Constructions,4.6,(80 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",31 years old,51-200 Employees (India),
27,Amp Motors,3.4,(80 Reviews),Private,Gurgaon + 6 more,73 years old,201-500 Employees (India)
28,Zicom Electronic...,3.5,(80 Reviews),Public,Mumbai + 11 more,28 years old,201-500 Employees (India)
29,Hotel Hindusthan...,3.8,(80 Reviews),Private,"Kolkata,West Bengal + 11 more",53 years old,501-1k Employees (Global)
0,Fusion,3.5,(80 Reviews),Private,"Gangnam,Seoul + 20 more",21 years old,11-50 Employees (India)
1,Kewal Kiran Clot...,3.9,(80 Reviews),Public,"Mumbai,Maharashtra + 14 more",41 years old,1k-5k Employees (India)
2,Omega Elevators,3.7,(80 Reviews),Private,"Ahmedabad,Gujarat + 19 more",37 years old,1k-5k Employees (India)
3,Indian Synthetic...,4.0,(80 Reviews),Private,Noida + 3 more,12 years old,201-500 Employees (India)
4,Frontier Busines...,3.8,(80 Reviews),Private,Bangalore + 9 more,28 years old,501-1k Employees (India)
5,Gillette,4.5,(80 Reviews),Public,"Rehovot,Rehovot + 14 more",38 years old,1k-5k Employees (India)
6,KPC Projects,4.3,(80 Reviews),Private,Hyderabad + 13 more,27 years old,201-500 Employees (India)
7,SPEC INDIA,4.7,(80 Reviews),Private,"Ahmedabad,Gujarat + 1 more",35 years old,201-500 Employees (India)
8,Noble Hospital,4.2,(80 Reviews),Private,"Pune,Maharashtra + 11 more",26 years old,501-1k Employees (Global)
9,Same Deutz-fahr,3.6,(80 Reviews),Private,Treviglio + 6 more,95 years old,501-1k Employees (India)
10,Maven Wave Partn...,4.4,(80 Reviews),Private,"Chicago,Illinois + 3 more",14 years old,51-200 Employees (India)
11,Infodart Technol...,3.4,(80 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",15 years old,201-500 Employees (India)
12,Kingfisher Airli...,4.0,(80 Reviews),Public,"Mumbai,Maharashtra + 18 more",19 years old,1k-5k Employees (India)
13,Sundyota Numandi...,3.8,(80 Reviews),Private,"Ahmedabad,Gujarat + 18 more",19 years old,51-200 Employees (India)
14,XL Catlin,4.0,(80 Reviews),Public,Stamford + 1 more,36 years old,5k-10k Employees (India)
15,Western Coalfiel...,4.2,(80 Reviews),Public,Nagpur + 10 more,47 years old,1 Lakh+ Employees (India)
16,Grohe,3.9,(80 Reviews),Private,DÃ¼sseldorf + 23 more,86 years old,201-500 Employees (India)
17,Aditya Birla Che...,3.4,(80 Reviews),Public,Mumbai + 15 more,38 years old,201-500 Employees (India)
18,Clarion Technolo...,3.6,(80 Reviews),Private,"Pune,Maharashtra + 3 more",22 years old,201-500 Employees (India)
19,AMW Motors,3.6,(80 Reviews),Private,Mumbai + 20 more,20 years old,1-10 Employees (India)
20,Allied Nippon,3.8,(80 Reviews),Luton + 9 more,40 years old,1k-5k Employees (India),
21,Revv,3.5,(80 Reviews),Private,"Bangalore,Karnataka + 13 more",7 years old,201-500 Employees (India)
22,Dr. Willmar Schw...,4.2,(80 Reviews),Private,Karlsruhe + 12 more,156 years old,201-500 Employees (India)
23,Vigour Mobile,3.9,(80 Reviews),Private,Gurgaon + 16 more,8 years old,1k-5k Employees (India)
24,DBL,3.9,(80 Reviews),Public,Bhopal + 27 more,35 years old,1 Lakh+ Employees (India)
25,M Tech Innovatio...,3.1,(80 Reviews),Private,"Pune,Maharashtra + 5 more",30 years old,201-500 Employees (India)
26,Max Smart Super ...,4.1,(80 Reviews),New Delhi + 6 more,16 years old,10k-50k Employees (India),
27,Harsha Toyota,4.0,(80 Reviews),Public,Hyderabad + 7 more,85 years old,201-500 Employees (Global)
28,e-Solutions,3.6,(80 Reviews),Private,San Jose + 11 more,19 years old,11-50 Employees (India)
29,Bullmen Realty,2.5,(80 Reviews),Private,"Noida,Uttar Pradesh + 9 more",7 years old,201-500 Employees (India)
0,Paramount Plaste...,3.8,(80 Reviews),Private,Gwalior + 24 more,9 years old,11-50 Employees (India)
1,S.k Educations,3.9,(80 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",23 years old,51-200 Employees (India)
2,SoCtronics Techn...,3.3,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",22 years old,501-1k Employees (India)
3,Foodhall Future ...,3.8,(80 Reviews),Public,"Bangalore,Karnataka + 8 more",11 years old,201-500 Employees (Global)
4,Deccan iServices...,3.4,(80 Reviews),Chennai + 5 more,201-500 Employees (India),,
5,Elite Powertech,3.7,(80 Reviews),Private,Noida + 12 more,10 years old,201-500 Employees (India)
6,Skp Business Con...,3.6,(80 Reviews),Mumbai + 3 more,24 years old,501-1k Employees (India),
7,PATH India,4.2,(80 Reviews),New Delhi + 18 more,51-200 Employees (India),,
8,Private Practice,4.1,(80 Reviews),Chennai + 39 more,1 Lakh+ Employees (India),,
9,Upstox,3.9,(80 Reviews),Private,"Mumbai,Maharashtra + 15 more",11 years old,1k-5k Employees (India)
10,Vaidik Eduservic...,3.2,(80 Reviews),Noida + 5 more,201-500 Employees (India),,
11,MAYBRIGHT VENTUR...,3.3,(80 Reviews),"Kolkata,West Bengal + 1 more",51-200 Employees (India),,
12,Gateway Group,2.6,(80 Reviews),Private,"Ahmedabad,Gujarat + 4 more",25 years old,501-1k Employees (India)
13,Kaar Tech,4.3,(80 Reviews),Private,Chennai + 2 more,17 years old,1k-5k Employees (India)
14,Srei Infrastruct...,4.4,(409 Reviews),Public,Kolkata + 26 more,37 years old,51-200 Employees (India)
15,Aero Club,3.8,(141 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",95 years old,1k-5k Employees (India)
16,Sugal & Damani,4.1,(140 Reviews),Private,Gurugram + 9 more,33 years old,51-200 Employees (India)
17,Choksi Laborator...,3.7,(79 Reviews),Public,"Indore,Madhya Pradesh + 4 more",40 years old,51-200 Employees (India)
18,Yanfeng Automoti...,4.4,(79 Reviews),Private,Shanghai + 3 more,7 years old,50k-1 Lakh Employees (Global)
19,PeopleScout,3.5,(79 Reviews),"Chicago,Illinois + 1 more",30 years old,51-200 Employees (India),
20,Enquero,4.1,(79 Reviews),Private,"Milpitas,California + 2 more",8 years old,501-1k Employees (India)
21,Sonovision-Aetos,3.6,(79 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
22,Servotech Power ...,3.0,(79 Reviews),Public,"Delhi/NCR,Delhi + 3 more",28 years old,51-200 Employees (India)
23,Reebok,4.5,(79 Reviews),Private,Boston + 35 more,64 years old,5k-10k Employees (Global)
24,J&K Bank,4.5,(79 Reviews),Public,"Srinagar,Jammu And Kashmir + 19 more",84 years old,10k-50k Employees (India)
25,JConnect Infotec...,3.3,(79 Reviews),Private,"Noida,Uttar Pradesh + 5 more",14 years old,51-200 Employees (India)
26,Primus Techsyste...,3.9,(79 Reviews),Pune + 5 more,12 years old,201-500 Employees (India),
27,Yethi Consulting,4.0,(79 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",9 years old,501-1k Employees (India)
28,TresVista,3.2,(79 Reviews),Private,"Mumbai,Maharashtra + 5 more",16 years old,501-1k Employees (India)
29,Huber Suhner Ele...,3.9,(79 Reviews),Private,"Pfäffikon,Zurich + 3 more",53 years old,51-200 Employees (India)
0,Express Roadways,3.7,(79 Reviews),New Delhi + 21 more,29 years old,51-200 Employees (India),
1,Total Shipping &...,3.9,(79 Reviews),"Mumbai,Maharashtra + 19 more",24 years old,201-500 Employees (India),
2,94.3 MY FM,3.8,(79 Reviews),Private,Noida + 23 more,16 years old,201-500 Employees (India)
3,Adani Transmissi...,3.9,(79 Reviews),Public,"Ahmedabad,Gujrat + 23 more",9 years old,1k-5k Employees (India)
4,Dosti Realty,4.2,(79 Reviews),Public,"Mumbai,Maharashtra + 2 more",42 years old,501-1k Employees (India)
5,Mangal Industrie...,4.0,(79 Reviews),Private,Hyderabad + 8 more,32 years old,501-1k Employees (India)
6,Anabeeb,4.5,(79 Reviews),Dammam + 5 more,39 years old,1k-5k Employees (Global),
7,ECPL,3.7,(79 Reviews),Private,Bengaluru + 4 more,20 years old,1k-5k Employees (Global)
8,Jivo Wellness,4.0,(79 Reviews),Private,"Delhi/NCR,Delhi + 8 more",14 years old,51-200 Employees (India)
9,Dr. Balabhai Nan...,4.1,(79 Reviews),Private,"Mumbai,Maharashtra + 2 more",71 years old,1k-5k Employees (India)
10,Cartrade.com,4.1,(79 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,1k-5k Employees (India)
11,IMCO Engineering...,4.6,(79 Reviews),Ahmadi + 5 more,52 years old,51-200 Employees (India),
12,HyFun Foods,4.5,(79 Reviews),Private,Ahmedabad + 8 more,60 years old,51-200 Employees (India)
13,KLES Dr. Prabhak...,4.3,(79 Reviews),Belgaum + 4 more,26 years old,201-500 Employees (India),
14,Optiemus Electro...,4.1,(79 Reviews),Noida + 3 more,6 years old,1k-5k Employees (India),
15,OEG INDIA,3.9,(79 Reviews),Chennai + 18 more,15 years old,1k-5k Employees (Global),
16,Fuji Electric,4.0,(79 Reviews),"Tokyo,Tokyo-to + 16 more",99 years old,1k-5k Employees (India),
17,Fitkids Educatio...,3.1,(79 Reviews),"Bangalore,Karnataka + 9 more",13 years old,51-200 Employees (India),
18,GENWORKS Health,3.3,(79 Reviews),Private,Bengaluru + 19 more,7 years old,201-500 Employees (India)
19,Neverskip,4.4,(79 Reviews),Private,Chennai + 18 more,14 years old,51-200 Employees (India)
20,Tech2Globe,4.0,(79 Reviews),LLP,"Delhi/NCR,Delhi",8 years old,201-500 Employees (India)
21,Rio Tinto,3.8,(79 Reviews),Private,London + 5 more,149 years old,201-500 Employees (India)
22,Varrsana Ispat,3.5,(79 Reviews),Public,New Delhi + 4 more,22 years old,501-1k Employees (India)
23,Devgiri Forgings,4.1,(79 Reviews),Private,Aurangabad + 4 more,37 years old,11-50 Employees (India)
24,WEBSOL ENERGY SY...,3.2,(79 Reviews),Public,Falta + 1 more,32 years old,201-500 Employees (India)
25,Motherson Molds ...,3.6,(79 Reviews),Private,Gurgaon + 6 more,16 years old,51-200 Employees (India)
26,Cachet Pharmaceu...,4.2,(79 Reviews),Private,Mumbai + 14 more,44 years old,201-500 Employees (India)
27,QUTONE CERAMIC,3.2,(79 Reviews),Private,"Ahmedabad,Gujarat + 20 more",14 years old,51-200 Employees (India)
28,Blue Dart Aviati...,3.7,(79 Reviews),Private,Chennai + 12 more,26 years old,1k-5k Employees (India)
29,Modern Business ...,3.8,(79 Reviews),Private,Ahmedabad + 35 more,18 years old,5k-10k Employees (India)
0,JMT Auto,4.0,(79 Reviews),Public,"Jamshedpur,Jharkhand + 4 more",35 years old,501-1k Employees (India)
1,Vayam Technologi...,3.3,(79 Reviews),Private,"Delhi/NCR,Delhi + 19 more",22 years old,501-1k Employees (India)
2,SKP Group,3.5,(79 Reviews),Private,Mumbai + 7 more,24 years old,1k-5k Employees (India)
3,Appiness Interac...,4.5,(79 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",11 years old,51-200 Employees (India)
4,Central Coalfiel...,4.2,(79 Reviews),Government,Ranchi + 3 more,47 years old,10k-50k Employees (Global)
5,Princeware,3.5,(79 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
6,Adaequare,4.1,(79 Reviews),Private,Chantilly + 2 more,21 years old,201-500 Employees (India)
7,UTI Mutual Fund,4.1,(79 Reviews),Private,Mumbai + 36 more,59 years old,1k-5k Employees (India)
8,Government of Ma...,4.0,(79 Reviews),Private,Madhya Pradesh + 28 more,66 years old,1 Lakh+ Employees (India)
9,Chevrolet,4.5,(79 Reviews),Private,"Detroit,Michigan + 36 more",111 years old,201-500 Employees (India)
10,ECI Telecom,4.4,(79 Reviews),Private,"Petah Tikva,Petah Tikva + 13 more",61 years old,51-200 Employees (India)
11,Sutures India,4.1,(79 Reviews),Private,"Bangalore,Karnataka + 17 more",30 years old,201-500 Employees (India)
12,RMS,3.7,(79 Reviews),Private,"Newark,California + 11 more",34 years old,1-10 Employees (India)
13,Glen Appliances,4.0,(79 Reviews),Private,"Faridabad,Haryana + 16 more",23 years old,11-50 Employees (India)
14,Cogniter Technol...,4.2,(79 Reviews),Private,"Chandigarh,Haryana + 13 more",19 years old,51-200 Employees (India)
15,ShipRocket,3.5,(79 Reviews),Private,"Delhi,NCT + 3 more",10 years old,201-500 Employees (India)
16,Ajeet Seeds,4.1,(79 Reviews),Private,Aurangabad + 10 more,36 years old,501-1k Employees (India)
17,Walking Tree,3.4,(79 Reviews),Private,Hyderabad + 5 more,14 years old,201-500 Employees (India)
18,Fangs Technology,4.4,(79 Reviews),Private,Chennai + 12 more,8 years old,1k-5k Employees (India)
19,BOLD Technology ...,4.4,(79 Reviews),Private,"San Juan,Puerto Rico + 4 more",18 years old,201-500 Employees (India)
20,3 Gen Consulting,3.3,(79 Reviews),Private,Pune,16 years old,51-200 Employees (India)
21,SGB,4.0,(79 Reviews),Private,San Diego + 13 more,51-200 Employees (India),
22,Yellow Banana Fo...,3.1,(79 Reviews),Private,"Mumbai,Maharashtra + 3 more",24 years old,501-1k Employees (India)
23,Artson Engineeri...,4.1,(79 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",44 years old,201-500 Employees (India)
24,Willowood Crop S...,4.5,(79 Reviews),Private,Kolkata + 25 more,10 years old,501-1k Employees (India)
25,Qatar Steel,4.4,(79 Reviews),Private,Doha + 5 more,48 years old,1k-5k Employees (India)
26,Kamlesh Kumar Si...,4.0,(79 Reviews),Private,Panipat + 17 more,33 years old,5k-10k Employees (Global)
27,Aleor Dermaceuti...,3.8,(79 Reviews),Public,Vadodara + 2 more,6 years old,51-200 Employees (India)
28,DM Wayanad Insti...,4.0,(79 Reviews),Private,Meppadi + 3 more,12 years old,1k-5k Employees (India)
29,DCDC Kidney Care,3.2,(79 Reviews),"Delhi,NCT + 20 more",13 years old,201-500 Employees (India),
0,Classboat,4.2,(79 Reviews),Private,"Pune,Maharashtra + 4 more",7 years old,51-200 Employees (Global)
1,W Pratiksha Hosp...,4.3,(79 Reviews),Private,"Guwahati,Assam + 2 more",15 years old,201-500 Employees (India)
2,Denso Ten Minda ...,4.2,(79 Reviews),Bawal + 4 more,10 years old,51-200 Employees (India),
3,Riello Power Ind...,3.7,(79 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",12 years old,51-200 Employees (India)
4,VTP Realty,3.7,(79 Reviews),Pune + 1 more,51-200 Employees (India),,
5,Digiperform,4.6,(79 Reviews),"Delhi,NCT + 5 more",8 years old,11-50 Employees (India),
6,DIN Engineering ...,3.7,(79 Reviews),Noida + 2 more,23 years old,501-1k Employees (India),
7,Om Telecom Logis...,4.4,(79 Reviews),Private,New Delhi + 24 more,37 years old,51-200 Employees (India)
8,Bewakoof,4.0,(79 Reviews),Private,"Mumbai,Maharashtra + 6 more",11 years old,201-500 Employees (India)
9,NATIONAL SKILL ...,3.7,(79 Reviews),New Delhi + 23 more,14 years old,51-200 Employees (India),
10,L&T Minerals & M...,4.2,(79 Reviews),Kolkata + 8 more,1k-5k Employees (India),,
11,Casepoint,3.9,(79 Reviews),Private,"Tysons,,Virginia",14 years old,501-1k Employees (India)
12,Mehin,3.8,(79 Reviews),New Delhi + 28 more,201-500 Employees (India),,
13,G10X,4.7,(79 Reviews),Private,"Singapore,Telangana + 2 more",4 years old,201-500 Employees (India)
14,Centurion Softwa...,4.5,(79 Reviews),Bengaluru/Bangalore + 2 more,11-50 Employees (India),,
15,Aurigene Pharmac...,4.3,(79 Reviews),"Bangalore,Karnataka + 1 more",2 years old,201-500 Employees (India),
16,TTK Services,4.0,(447 Reviews),Private,Bangalore + 11 more,22 years old,1k-5k Employees (India)
17,Steadfast Medish...,4.0,(103 Reviews),Noida + 6 more,11-50 Employees (India),,
18,Intuit,4.3,(80 Reviews),Private,"Mountain View,California + 3 more",17 years old,1k-5k Employees (India)
19,Netxcell,3.4,(78 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",22 years old,201-500 Employees (India)
20,SrinSoft Technol...,3.7,(78 Reviews),Private,New York,17 years old,201-500 Employees (India)
21,Vandana Global,3.7,(78 Reviews),Private,"Raipur,Chhattisgarh",24 years old,1k-5k Employees (India)
22,Garuda Power,4.0,(78 Reviews),Private,Asansol + 10 more,13 years old,51-200 Employees (India)
23,Jash Engineering,4.1,(78 Reviews),Public,"Indore,Madhya Pradesh + 3 more",74 years old,51-200 Employees (India)
24,Indo-Tibetan Bor...,4.6,(78 Reviews),Private,New Delhi + 17 more,60 years old,
25,SNS College of E...,4.8,(78 Reviews),Private,Coimbatore,201-500 Employees (India),
26,Pilot Industries,3.3,(78 Reviews),Private,"Delhi/NCR,Delhi + 11 more",53 years old,201-500 Employees (India)
27,Trustline Securi...,4.1,(78 Reviews),Private,"Noida,Uttar Pradesh + 18 more",27 years old,501-1k Employees (India)
28,UB Engineering,4.5,(78 Reviews),Public,Pune + 16 more,59 years old,51-200 Employees (India)
29,Inchcape Shippin...,3.4,(78 Reviews),Private,London + 8 more,175 years old,201-500 Employees (India)
0,SquadStack,4.2,(78 Reviews),"Noida,Uttar Pradesh + 6 more",8 years old,201-500 Employees (India),
1,Symantec Softwar...,4.5,(78 Reviews),Pune + 3 more,,,
2,IPL Biologicals,3.8,(78 Reviews),Public,"Gurgaon,Haryana + 13 more",28 years old,501-1k Employees (India)
3,Srikalahasthi Pi...,3.9,(78 Reviews),Public,"Chittoor,Andhra Pradesh + 3 more",31 years old,1k-5k Employees (India)
4,Saurashtra Chemi...,4.2,(78 Reviews),Public,Porbandar + 3 more,1k-5k Employees (India),
5,Venus Home Appli...,4.0,(78 Reviews),Private,Thoothukudi + 16 more,58 years old,501-1k Employees (India)
6,Propel Industrie...,3.6,(78 Reviews),Private,"Coimbatore,Tamil Nadu + 5 more",13 years old,201-500 Employees (India)
7,Aress Software a...,3.5,(78 Reviews),Private,"Nasik/Nashik,Maharashtra + 1 more",23 years old,201-500 Employees (Global)
8,Smilax Laborator...,3.6,(78 Reviews),Hyderabad + 1 more,17 years old,1k-5k Employees (India),
9,German Remedies,4.4,(78 Reviews),Private,Mumbai + 18 more,73 years old,501-1k Employees (Global)
10,Dolphin Sutures,4.7,(78 Reviews),Private,"Bengaluru,Karnataka + 5 more",28 years old,201-500 Employees (India)
11,Simpolo Vitrifie...,3.7,(78 Reviews),Private,"Morbi,Gujarat + 18 more",45 years old,201-500 Employees (India)
12,Shree Balaji Con...,3.6,(78 Reviews),Private,Ahmedabad + 19 more,17 years old,1-10 Employees (India)
13,MAMTA Health Ins...,4.4,(78 Reviews),New Delhi + 21 more,32 years old,11-50 Employees (India),
14,Nath Bio - Genes,4.1,(78 Reviews),Public,Aurangabad + 12 more,43 years old,501-1k Employees (India)
15,Satnam Global In...,3.8,(78 Reviews),New Delhi + 13 more,35 years old,51-200 Employees (India),
16,Saraswati Vidya ...,4.1,(78 Reviews),Public,"Mumbai,Maharashtra + 31 more",46 years old,51-200 Employees (India)
17,AB Mauri India,4.2,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",62 years old,201-500 Employees (India)
